pattern_id	join_pattern	n_tables	n_queries	sec_seq	none_seq	additional_at_least_seq	sec_postfilter	none_postfilter	additional_at_least_postfilter	sec_tree_batch_cext	sec_hybrid	switch_to_hybrid	sec_seq_parallel	none_seq_parallel	additional_at_least_seq_parallel	sec_postfilter_parallel	none_postfilter_parallel	additional_at_least_postfilter_parallel	sec_tree_batch_cext_parallel
54	(('c.userid', '=', 'u.id'), ('p.owneruserid', '=', 'u.id'), ('ph.userid', '=', 'u.id'), ('u.id', '=', 'v.userid'))	5	6	1203.704283	0	0.0	None	6	3600.0	0.895344	1.060164	TreeBatchCext	1371.299543	0	0.0	None	6	3600.0	1.142285
55	(('b.userid', '=', 'u.id'), ('c.userid', '=', 'u.id'), ('ph.userid', '=', 'u.id'), ('u.id', '=', 'v.userid'))	5	4	None	2	1800.0	None	4	3600.0	0.817315	0.917727	TreeBatchCext	None	2	1800.0	None	4	3600.0	1.067476
56	(('b.userid', '=', 'u.id'), ('c.userid', '=', 'u.id'), ('p.owneruserid', '=', 'u.id'))	4	14	307.8490900000001	0	0.0	None	14	3600.0	1.045657	1.233272	TreeBatchCext	596.2786770000001	0	0.0	None	14	3600.0	1.383308
57	(('b.userid', '=', 'u.id'), ('c.userid', '=', 'u.id'), ('p.owneruserid', '=', 'u.id'), ('u.id', '=', 'v.userid'))	5	4	None	1	900.0	None	4	3600.0	0.72712	0.845106	TreeBatchCext	None	1	900.0	None	4	3600.0	0.92617
58	(('b.userid', '=', 'u.id'), ('c.userid', '=', 'u.id'), ('p.owneruserid', '=', 'u.id'), ('ph.userid', '=', 'u.id'))	5	10	None	4	3600.0	None	10	3600.0	1.253475	1.382105	TreeBatchCext	None	4	3600.0	None	10	3600.0	1.69381
59	(('b.userid', '=', 'u.id'), ('c.postid', '=', 'p.id'), ('p.owneruserid', '=', 'u.id'))	4	30	5.119495	0	0.0	8.03973	0	0.0	2.037943	2.105472	TreeBatchCext	4.812558000000001	0	0.0	5.610755	0	0.0	2.355735
60	(('b.userid', '=', 'u.id'), ('c.postid', '=', 'p.id'), ('p.id', '=', 'pl.relatedpostid'), ('p.owneruserid', '=', 'u.id'))	5	16	1.280337	0	0.0	0.84047	0	0.0	1.432238	1.722729	TreeBatchCext	1.497014	0	0.0	0.751186	0	0.0	1.737623
61	(('p.id', '=', 't.excerptpostid'), ('p.owneruserid', '=', 'u.id'))	3	4	0.042661000000000004	0	0.0	0.023044	0	0.0	0.444125	0.610459	TreeBatchCext	0.07613500000000001	0	0.0	0.026542	0	0.0	0.623758
62	(('p.id', '=', 't.excerptpostid'), ('p.owneruserid', '=', 'u.id'), ('ph.userid', '=', 'u.id'))	4	2	0.202016	0	0.0	0.24581	0	0.0	0.497463	0.31277	SeqProc	0.287448	0	0.0	0.357357	0	0.0	0.627217
63	(('b.userid', '=', 'u.id'), ('p.id', '=', 't.excerptpostid'), ('p.owneruserid', '=', 'u.id'))	4	8	0.22634100000000001	0	0.0	0.054281	0	0.0	0.910118	1.130151	TreeBatchCext	0.316829	0	0.0	0.071715	0	0.0	1.14444
64	(('b.userid', '=', 'u.id'), ('p.id', '=', 't.excerptpostid'), ('p.owneruserid', '=', 'u.id'), ('ph.userid', '=', 'u.id'))	5	2	31.113644	0	0.0	59.235056	0	0.0	0.886863	42.725033	SeqProc	21.774649	0	0.0	79.958827	0	0.0	1.064973
65	(('b.userid', '=', 'u.id'), ('p.id', '=', 't.excerptpostid'), ('p.owneruserid', '=', 'u.id'), ('u.id', '=', 'v.userid'))	5	6	10.520982	0	0.0	6.547959	0	0.0	0.897171	1.037672	TreeBatchCext	11.486675	0	0.0	8.362843	0	0.0	1.111563
66	(('p.id', '=', 'pl.relatedpostid'), ('p.owneruserid', '=', 'u.id'), ('ph.userid', '=', 'u.id'))	4	4	0.562865	0	0.0	0.757292	0	0.0	1.051025	0.967805	TreeBatchCext	0.790299	0	0.0	0.47955	0	0.0	1.19369
67	(('p.id', '=', 'pl.relatedpostid'), ('p.owneruserid', '=', 'u.id'), ('u.id', '=', 'v.userid'))	4	4	0.290493	0	0.0	0.106347	0	0.0	0.824924	0.795983	TreeBatchCext	0.413171	0	0.0	0.119563	0	0.0	0.942037
68	(('p.id', '=', 'pl.relatedpostid'), ('p.owneruserid', '=', 'u.id'), ('ph.userid', '=', 'u.id'), ('u.id', '=', 'v.userid'))	5	4	34.088285000000006	0	0.0	70.6284	0	0.0	0.987203	0.958409	TreeBatchCext	31.526141000000003	0	0.0	50.131216	0	0.0	1.189795
